line	original_marker	reconciled_disposition	title
396	✓	Completed	**E12-20: storage worker core (UDisks2 + the staged op queue).** *(storage epic — design locked `docs/design/workbench-storage-plane.md`, 10-lock survey 2026-07-01. mackesd-only; dispatch after the clippy-debt unit lands; E12-21 UI serializes on E12-15.)* **As** the platform, **I want** a `mackesd` `storage` worker owning a typed `StorageOp` pending-queue executor over a UDisks2 zbus client — stage-time advisory + apply-time authoritative validation, per-op Bus progress, hard-wall interlocks (root/boot/EFI · mesh-storage backer · in-use VM/container backers), `state/storage/<node>` mirror + `action/storage/<node>` verbs carrying the typed-arming device-name echo, **so that** partition operations are privileged, restart-safe, and mesh-reachable. **Acceptance:** queue validate/execute/halt-on-failure + every wall covered by headless tests (injectable transports); a staged op against drifted topology invalidates with a typed diff; the mirror publishes live disk topology from UDisks2 signals; verbs refuse on arming mismatch.
397	✓	Completed	**E12-21: the Storage plane — GParted-authentic UI.** *(integrated 49c7754 from farm agent afe2a6d; the plane was already built at b42173f — the agent closed the one real gap: walled-row deep-links (running VM → Instances) now emit `action/shell/goto` via the shell's single nav grammar, not inert prose. Re-gated on .50/e1221: mde-shell-egui 145 tests green, clippy 0 denials, fmt+layered-tiers clean.)* **As** an operator, **I want** a sixth Workbench plane rendering per-disk segment bars + partition tables + the pending-operations queue with reorder/undo and an Apply flow that always demands typed arming, locked rows showing wall reasons with deep-links (running VM → Instances), and a fleet rollup + peer picker staging remote queues through the same verbs, **so that** GParted lives in the Workbench for every node in the mesh. **Acceptance:** the USB-disk end-to-end (stage GPT+partitions+LUKS → typed-armed Apply → per-op progress → bar re-renders from signals); a remote peer's disk edited from this node with walls enforced by the remote worker; unavailable backend renders the typed state.
398	✓	Completed	**E12-22: virtual disks first-class (KVM images + Podman storage).** *(RECONCILED 2026-07-02: feature was ALREADY shipped at 6d09473 — `mde-kvm/qemu_img.rs` (QemuImgRunner/LiveQemuImg + argv/parse folds) + mackesd `workers/virtual_storage.rs` (2330 lines: staged VirtualStorageQueue, in-use walls, typed arming, LivePodman, apply_queue halt-on-failure) owned by the E12-23 StorageWorker. Marker was drift. Integrated clippy cleanup bbd726e (86db680): removed a dead InUseByVm arm + doc reflow. Gates: mde-kvm 74 + virtual_storage 22 tests, clippy clean, layered-tiers clean.)* **As** a workstation operator, **I want** KVM disk images (`~/Local` raw/qcow2: create/resize/snapshot/revert/convert/clone-from-golden/attach-detach reusing `mde-kvm` `VmSpec` types) and Podman storage (volume create/inspect/prune + image-store/per-container usage) staged in the SAME pending queue with the same in-use walls (CH broker + podman as truth), **so that** virtual and physical disks are peers in one interface. **Acceptance:** qcow2 snapshot→revert round-trip from the plane; golden-clone attaches and the VM boots; a staged prune lists exactly what dies before arming; a running VM's image is locked until shutdown.
399	✓	Completed	**E12-23: filesystem depth + packaging.** *(integrated b4538d5 from farm agent 051ae21; new mackesd `workers/fs_tools.rs` (capability matrix + argv builders + check→fs-shrink→part-shrink choreography state machine) + `storage.rs` LUKS/subvolume ops + `OpStatus::Unsupported` honest states; RPM requires + bootc Containerfile carry udisks2/e2fsprogs/xfsprogs/btrfs-progs/exfatprogs/dosfstools/ntfs-3g/ntfsprogs/cryptsetup/parted/qemu-img. Re-gated fully-integrated .170/e1223: mackesd 2684 tests green, clippy 0 on authored lines, layered-tiers clean. Honest deferrals (§7): live tool exec integration-gated (tools not on farm), partition-table geometry ops stay UDisks2/parted IntegrationGated, `rpm -qlp` image verify is release-gated.)* **As** the platform, **I want** the full fs set (ext4/xfs/vfat/exfat/btrfs incl. subvolume list-create-delete-snapshot/ntfs/swap) + LUKS (create/unlock/lock, format-inside-LUKS one staged op) + correct shrink/move choreography per fs (check→fs-shrink→part-shrink ordered steps), and udisks2 + e2fsprogs/xfsprogs/btrfs-progs/exfatprogs/ntfs-3g/cryptsetup/qemu-img in the RPM requires + bootc Containerfile, **so that** every locked format actually works on a shipped node. **Acceptance:** each fs formats/labels/resizes per its support matrix with honest per-fs capability states; the shrink choreography survives a mid-queue failure typed; a fresh bootc image carries every tool.
405	✓	Completed	**E12-POLISH-1: shared `mde_egui::muted_note` + consolidate the empty-state idiom.** *(session=819545e6)* **As** a mesh operator, **I want** every honestly-empty / not-yet-reported panel state to render through one shared `mde-egui` widget, **so that** the empty/caption look is consistent and restyled in one place. **Acceptance** (runtime-observable): the shared `muted_note(ui, msg)` reads only `Style::TEXT_DIM`+`Style::SMALL` (no raw literals); the ~24 hand-rolled `colored_label(TEXT_DIM, RichText::new(_).size(SMALL))` sites across mde-shell/files/music/voice-egui call it instead; each crate builds+tests+clippy-clean. **DONE (helper `45f4055`, farm-gated .50: mde-egui 9/9, clippy 0; on master `04fe60e`):** `crates/shared/mde-egui/src/widgets.rs` adds `muted_note` (Style-driven + headless-render test). **SURFACE CONVERSIONS (2026-07-01):** the pure idiom `colored_label(TEXT_DIM, RichText::new(_).size(SMALL))` lives in **mde-shell-egui (~36 sites) + mde-files-egui** → converting via disjoint farm workers (shell→.130 · files→.90). **mde-music-egui + mde-voice-egui = correct NO-OP** — a normalized scan found **0** pure-idiom sites there; they use *variant* forms instead (a plain `colored_label(TEXT_DIM, "…")` at default BODY size, and `label(RichText::new(x).size(SMALL).color(TEXT_DIM))`). Folding those in is a **separate follow-up (E12-POLISH-2?)** that needs a call: the plain-`&str` ones are a deliberate BODY→SMALL size change (not a no-behavior consolidation). ⚠️ **Process lesson (this unit):** `isolation:"worktree"` workers branch from **pushed master**, NOT the coordinator's local unpushed HEAD — the first dispatch flailed because the helper commit was unpushed; fixed by pushing the helper first ([[serialize-same-file-units]] dependency, generalized → [[workers-branch-from-pushed-master]]). **✅ DONE 2026-07-01: 44 sites consolidated across all 4 surfaces** — shell 36 (`621a648`, 7 files, net −82 lines) · music 4 (`602c327`) · voice 2 (`aa4103d`) · files 2 (self). Combined integration gate on BigBoy green: mde-egui 9 · files 18 · music 15 · shell 79 · voice 11 tests, **0 failed, 0 new clippy warnings, no compile errors**. The plain-`&str` BODY-size loaders were deliberately left (folding them is a visible size change — a separate call, if ever).
406	✓	Completed	**E12-POLISH-2: shared `mde_egui::status_dot` — consolidate the duplicated status-dot primitive.** *(session=819545e6)* **As** a mesh operator, **I want** the inline health/presence dot to come from one shared widget, **so that** the drawing primitive isn't hand-rolled per surface. **Acceptance** (runtime-observable): `status_dot(ui, color)` lives in `mde-egui` (Style-driven `SP_S` circle + headless test); mde-files-egui + mde-voice-egui drop their **byte-identical** local copies and call the shared one; each crate builds+tests+clippy-clean. **DONE (this session, solo — the primitive was found byte-identical in both surfaces):** `mde_egui::status_dot` added to `widgets.rs`; files (3 call sites) + voice (1) repointed, both local `fn status_dot` deleted; `color` stays a `Style` palette token (no raw literal). **✅ Gate green on .90: mde-egui 10 (incl. the new headless test) / files 18 / voice 11 tests, 0 failed; clippy 0 new (mde-egui clean); net −12 lines.**
407	✓	Completed	**E12-POLISH-3: shared `mde_egui::field` — dedupe the labelled-value row across shell panels.** *(session=819545e6)* **As** a mesh operator, **I want** the "dim label + toned value" row to come from one shared widget, **so that** the shell's 4 panels don't each carry a copy. **Acceptance** (runtime-observable): `field(ui, label, value, tone)` lives in `mde-egui` (Style-driven + exercised in the headless test); mde-shell-egui's controller/provisioning/thisnode/network drop their **4 byte-identical** local `fn field` (confirmed same md5) and call the shared one (12 call sites); `tone` stays a `Style` palette token; mde-shell-egui builds+tests+clippy-clean. **✅ DONE 2026-07-01:** helper landed on master (`fb53c03`); the 4 byte-identical `fn field` defs deleted + **all 20 call sites repointed** to `mde_egui::field` across controller/provisioning/thisnode/network (12 single-line + 8 multi-line — the farm gate caught the 8 multi-line ones a local single-line sed missed, the whole point of gating). Re-gate green on BigBoy: mde-shell-egui **79 passed, 0 failed**; clippy 0 new (88 pre-existing baseline); fmt clean. `mde_egui::field` now has real consumers (closes the §7 dead-helper risk). *(The dispatched worker stalled at startup — 148-byte output, no build; taken over + done solo. [[workers-branch-from-pushed-master]] + a new failure mode: a worker can silently stall producing nothing.)*
412	✓	Completed	**OW-1: Role-chooser → wizard entry (role + new/join + DISCLAIMER).** **As** a new operator, **I want** the first-run role-chooser to capture role *and* create-new-mesh-vs-join after a DISCLAIMER ack, **so that** it launches exactly the right flow. **Acceptance:** no-role-pinned autostart shows `mde-disclaimer` (ack required) → role + intent; "Create New Mesh" is hard-absent on Lighthouse/XCP-NG; pins the role; launches the role+intent wizard (egui on WS, ratatui on headless).
413	✓	Completed	**OW-2: `mackesd` onboard engine.** **As** the wizard, **I want** `mackesd` to expose the onboard verbs (`mesh-create`/`invite-issue`/`enroll`/`role-provision`/`spawn-lighthouse`/`ca-migrate`/`service-add`/`mesh-dns`/`self-test`/`revoke`), **so that** both front-ends drive one engine, not scripts. **Acceptance:** each verb runs headless + is unit-tested; the egui/TUI wizards call them. *(landed `69cd793`: onboard dispatcher + self-test + role-provision, 14 tests; mesh-create=OW-3, invite=OW-4, enroll=OW-5, mesh-dns/network=OW-6)*
414	✓	Completed	**OW-3: Create-mesh — founding Workstation CA bootstrap.** **As** a Workstation operator, **I want** Create to mint the Nebula CA + auto mesh-id (optional friendly label) and bring up a LAN-only overlay, **so that** a lone WS is a working mesh-of-one with no internet. **Acceptance:** create → CA on the WS + overlay up + egui shell renders; `mde-mesh-view` shows one node; fully offline. *(mesh-create verb landed `932d5d4`: mints CA+mesh-id+LAN overlay, reuses mesh_init, idempotent, 10 tests; end-to-end shell-render is E12-3-gated)*
415	✓	Completed	**OW-4: Invite + Join — QR/short-code enrollment.** **As** an operator adding a box, **I want** any enrolled node to issue a short-TTL mesh-scoped invite (QR + typeable code) and a new box to scan/type it → CSR → bundle, **so that** joining is fast + decentralized. **Acceptance:** a member issues an invite (minutes TTL); a 2nd box joins via the code, gets an overlay IP, is reachable; expired/foreign codes refused. *(invite-issue verb landed `68a4b16`: signed short-TTL mesh-scoped code, ledger-recorded, 12 tests; join/enroll redemption = the completing half via nebula_enroll_client)* **LIVE-VERIFIED 2026-07-01 (11.3.1 fleet):** `mackesd onboard invite-issue` on LH1 mints a valid 15-min mesh-scoped invite (typeable `MDEINV1-…` code + `mde-invite:` QR) for `magic-mesh` — the ISSUE half is confirmed live; the JOIN redemption still needs a fresh node. **JOIN HALF LIVE-VERIFIED 2026-07-01 (operator lifted the test-node gate → I spun a throwaway DO droplet):** a fresh Fedora-43 droplet installed mackesd 11.3.1 from the channel and **joined magic-mesh headlessly via `mackesd join '<v3-token>' --role workstation`** (token minted on LH1 by `mackesd add-peer`) — got overlay **10.42.0.4**, nebula+mackesd+mesh-health boot-durable+running, convergence playbook written, and is **REACHABLE over the overlay from LH1 (ping ✓)**. That is OW-4's join acceptance, proven end-to-end. **⚠️ REAL GAP found via the live-verify ([[live-verify-deploys]]):** the OW-4 wizard's `onboard invite-issue` mints a self-contained `MDEINV1-{mesh_id,exp,secret}` code, but the headless `mackesd join` **rejects it** — it needs the v3 form `mesh:<id>@<ip>:<port>#<bearer>?fp=<sha256>` (which carries the lighthouse `/enroll` endpoint + the pinned cert fingerprint). So the wizard invite doesn't drive the headless join. **OW-4 completing work:** make `invite-issue` mint a full v3-shaped token (embed this mesh's lighthouse endpoint(s) + `/enroll` fp), OR teach `mackesd join`/a headless `onboard enroll` to accept the MDEINV1 code + resolve the endpoint from the local roster. (Also: the first enroll attempt timed out at 20s but a retry succeeded in 4ms — the `/enroll` endpoint is responsive; likely a transient cold-start, worth a longer initial enroll timeout.)
